,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,text,expanded_urls,rating_10_scale,dog_name,dog_stage,user_source,favorite_count,retweet_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
10,667530908589760512,nan,nan,2015-11-20 02:32:25,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",https://twitter.com/dog_rates/status/667530908589760512/photo/1,10.0,Naphaniel,None,Twitter Web Client,491,256,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1.0,Golden retriever,0.633037,True,Golden retriever,0.14639100000000002,True,Golden retriever,0.0461837,True
11,667534815156183040,nan,nan,2015-11-20 02:47:56,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",https://twitter.com/dog_rates/status/667534815156183040/photo/1,8.0,Frank,None,Twitter Web Client,852,566,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1.0,Pembroke,0.435254,True,Pembroke,0.30740700000000004,True,Pembroke,0.0331583,True
12,667538891197542400,nan,nan,2015-11-20 03:04:08,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",https://twitter.com/dog_rates/status/667538891197542400/photo/1,9.0,Klint,None,Twitter Web Client,211,71,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1.0,Yorkshire terrier,0.618957,True,Yorkshire terrier,0.300313,True,Yorkshire terrier,0.053412,True
13,667544320556335104,nan,nan,2015-11-20 03:25:43,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",https://twitter.com/dog_rates/status/667544320556335104/photo/1,10.0,Kial,None,Twitter Web Client,903,555,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1.0,Pomeranian,0.412893,True,Pomeranian,0.312958,True,Pomeranian,0.0719604,True
14,667437278097252352,nan,nan,2015-11-19 20:20:22,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,https://twitter.com/dog_rates/status/667437278097252352/photo/1,10.0,NaN,None,Twitter for iPhone,468,253,,,,,,,,,,,
15,667546741521195010,nan,nan,2015-11-20 03:35:20,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,https://twitter.com/dog_rates/status/667546741521195010/photo/1,9.0,NaN,None,Twitter Web Client,345,134,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1.0,Toy poodle,0.787424,True,Toy poodle,0.202225,True,Toy poodle,0.00404722,False
16,667724302356258817,nan,nan,2015-11-20 15:20:54,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,https://twitter.com/dog_rates/status/667724302356258817/photo/1,7.0,NaN,None,Twitter Web Client,510,338,,,,,,,,,,,
17,667728196545200128,nan,nan,2015-11-20 15:36:22,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,https://twitter.com/dog_rates/status/667728196545200128/photo/1,11.0,Olive,None,Twitter Web Client,388,159,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1.0,Kuvasz,0.360159,True,Kuvasz,0.293744,True,Kuvasz,0.270673,True
18,667766675769573376,nan,nan,2015-11-20 18:09:16,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,https://twitter.com/dog_rates/status/667766675769573376/photo/1,9.0,Calvin,None,Twitter Web Client,464,231,,,,,,,,,,,
19,667773195014021121,nan,nan,2015-11-20 18:35:10,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,https://twitter.com/dog_rates/status/667773195014021121/photo/1,8.0,Jessiga,None,Twitter Web Client,241,59,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,1.0,West highland white terrier,0.360465,True,West highland white terrier,0.0934941,True,West highland white terrier,0.0690382,False
20,667782464991965184,nan,nan,2015-11-20 19:12:01,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,https://twitter.com/dog_rates/status/667782464991965184/photo/1,9.0,NaN,None,Twitter for iPhone,427,254,,,,,,,,,,,
21,667793409583771648,nan,nan,2015-11-20 19:55:30,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,https://twitter.com/dog_rates/status/667793409583771648/photo/1,8.0,NaN,None,Twitter for iPhone,722,348,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1.0,Dalmatian,0.5350729999999999,True,Dalmatian,0.451219,True,Dalmatian,0.00816361,True
22,667801013445750784,nan,nan,2015-11-20 20:25:43,OMIGOD 12/10 https://t.co/SVMF4Frf1w,https://twitter.com/dog_rates/status/667801013445750784/photo/1,12.0,NaN,None,Twitter for iPhone,340,100,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1.0,Flat-coated retriever,0.508392,True,Flat-coated retriever,0.262239,True,Flat-coated retriever,0.048919800000000006,True
23,667806454573760512,nan,nan,2015-11-20 20:47:20,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,https://twitter.com/dog_rates/status/667806454573760512/photo/1,10.0,Filup,None,Twitter for iPhone,1091,525,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1.0,Toyshop,0.253089,False,Toyshop,0.187155,True,Toyshop,0.112799,True
24,667832474953625600,nan,nan,2015-11-20 22:30:44,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",https://twitter.com/dog_rates/status/667832474953625600/photo/1,12.0,NaN,None,Twitter for iPhone,296,68,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1.0,Miniature pinscher,0.2142,True,Miniature pinscher,0.146789,False,Miniature pinscher,0.104152,True
25,667861340749471744,nan,nan,2015-11-21 00:25:26,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,https://twitter.com/dog_rates/status/667861340749471744/photo/1,9.0,Cheryl,None,Twitter for iPhone,251,83,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1.0,Malamute,0.967275,True,Malamute,0.0161675,True,Malamute,0.0112774,True
26,667866724293877760,nan,nan,2015-11-21 00:46:50,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,https://twitter.com/dog_rates/status/667866724293877760/photo/1,10.0,Shaggy,None,Twitter for iPhone,3122,1091,,,,,,,,,,,
27,667873844930215936,nan,nan,2015-11-21 01:15:07,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,https://twitter.com/dog_rates/status/667873844930215936/photo/1,10.0,NaN,None,Twitter for iPhone,657,431,,,,,,,,,,,
28,667878741721415682,nan,nan,2015-11-21 01:34:35,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,https://twitter.com/dog_rates/status/667878741721415682/photo/1,2.0,Tedrick,None,Twitter for iPhone,406,126,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,1.0,Seat belt,0.200373,False,Seat belt,0.106003,True,Seat belt,0.104733,True
29,667885044254572545,nan,nan,2015-11-21 01:59:37,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,https://twitter.com/dog_rates/status/667885044254572545/photo/1,10.0,Stu,None,Twitter for iPhone,851,518,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,1.0,Malamute,0.0885297,True,Malamute,0.08749860000000001,True,Malamute,0.0750077,False
30,667549055577362432,nan,nan,2015-11-20 03:44:31,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,https://twitter.com/dog_rates/status/667549055577362432/photo/1,1.0,NaN,None,Twitter Web Client,6028,2419,,,,,,,,,,,
31,667886921285246976,nan,nan,2015-11-21 02:07:05,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,https://twitter.com/dog_rates/status/667886921285246976/photo/1,11.0,Erik,None,Twitter for iPhone,1971,1157,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1.0,Pomeranian,0.8004319999999999,True,Pomeranian,0.168445,True,Pomeranian,0.00894952,True
32,667435689202614272,nan,nan,2015-11-19 20:14:03,Ermergerd 12/10 https://t.co/PQni2sjPsm,https://twitter.com/dog_rates/status/667435689202614272/photo/1,12.0,NaN,None,Twitter for iPhone,318,86,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1.0,Rottweiler,0.999091,True,Rottweiler,0.000450355,True,Rottweiler,0.00015714,True
33,667393430834667520,nan,nan,2015-11-19 17:26:08,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://twitter.com/dog_rates/status/667393430834667520/photo/1,8.0,Fwed,None,Twitter for iPhone,204,59,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1.0,Papillon,0.557009,True,Papillon,0.271963,True,Papillon,0.0734729,True
34,666786068205871104,nan,nan,2015-11-18 01:12:41,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2.0,NaN,None,Twitter for iPhone,786,504,,,,,,,,,,,
35,666804364988780544,nan,nan,2015-11-18 02:25:23,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8.0,Jockson,None,Twitter for iPhone,246,94,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1.0,English setter,0.32879200000000003,True,English setter,0.283545,True,English setter,0.0574615,True
36,666817836334096384,nan,nan,2015-11-18 03:18:55,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9.0,Jeph,None,Twitter for iPhone,535,260,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1.0,Miniature schnauzer,0.496953,True,Miniature schnauzer,0.28527600000000003,True,Miniature schnauzer,0.07376369999999999,True
37,666826780179869698,nan,nan,2015-11-18 03:54:28,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12.0,NaN,None,Twitter for iPhone,261,101,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1.0,Maltese dog,0.359383,True,Maltese dog,0.148759,False,Maltese dog,0.106007,True
38,666835007768551424,nan,nan,2015-11-18 04:27:09,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10.0,NaN,None,Twitter for iPhone,221,82,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1.0,Airedale,0.448459,True,Airedale,0.12403,True,Airedale,0.110183,False
39,666837028449972224,nan,nan,2015-11-18 04:35:11,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3.0,NaN,None,Twitter for iPhone,842,570,,,,,,,,,,,
40,666983947667116034,nan,nan,2015-11-18 14:18:59,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11.0,Pepe,None,Twitter for iPhone,2636,1026,,,,,,,,,,,
41,666996132027977728,nan,nan,2015-11-18 15:07:24,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10.0,Carll,None,Twitter for iPhone,252,100,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1.0,Hay,0.507637,False,Hay,0.0624899,True,Hay,0.0484247,False
42,667012601033924608,nan,nan,2015-11-18 16:12:51,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,https://twitter.com/dog_rates/status/667012601033924608/photo/1,9.0,Klevin,None,Twitter for iPhone,463,235,,,,,,,,,,,
43,667044094246576128,nan,nan,2015-11-18 18:17:59,12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12.0,NaN,None,Twitter for iPhone,194,52,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1.0,Golden retriever,0.765266,True,Golden retriever,0.206694,True,Golden retriever,0.0106669,False
44,667062181243039745,nan,nan,2015-11-18 19:29:52,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10.0,Keet,None,Twitter for iPhone,223,56,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1.0,Chesapeake bay retriever,0.825678,True,Chesapeake bay retriever,0.090998,True,Chesapeake bay retriever,0.0229562,True
45,667065535570550784,nan,nan,2015-11-18 19:43:11,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,https://twitter.com/dog_rates/status/667065535570550784/photo/1,8.0,NaN,None,Twitter for iPhone,171,49,,,,,,,,,,,
46,667070482143944705,667065535570550784,4196983835,2015-11-18 20:02:51,After much debate this dog is being upgraded to 10/10. I repeat 10/10,,10.0,NaN,None,Twitter for iPhone,86,14,,,,,,,,,,,
47,667073648344346624,nan,nan,2015-11-18 20:15:26,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10.0,NaN,None,Twitter for iPhone,417,130,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1.0,Chihuahua,0.483682,True,Chihuahua,0.0924939,True,Chihuahua,0.057495400000000016,True
48,667405339315146752,nan,nan,2015-11-19 18:13:27,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,https://twitter.com/dog_rates/status/667405339315146752/photo/1,7.0,Biden,None,Twitter for iPhone,483,227,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1.0,Saint bernard,0.381377,True,Saint bernard,0.127998,True,Saint bernard,0.0693568,True
49,667090893657276420,nan,nan,2015-11-18 21:23:57,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,https://twitter.com/dog_rates/status/667090893657276420/photo/1,7.0,Clybe,None,Twitter for iPhone,342,130,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1.0,Chihuahua,0.959514,True,Chihuahua,0.00537015,True,Chihuahua,0.00264133,True
50,667138269671505920,nan,nan,2015-11-19 00:32:12,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10.0,NaN,None,Twitter for iPhone,4762,2330,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1.0,West highland white terrier,0.747713,True,West highland white terrier,0.243629,True,West highland white terrier,0.00180397,True
51,667152164079423490,nan,nan,2015-11-19 01:27:25,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,https://twitter.com/dog_rates/status/667152164079423490/photo/1,12.0,Pipsy,None,Twitter for iPhone,49026,17909,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1.0,Toy poodle,0.535411,True,Toy poodle,0.08754400000000001,True,Toy poodle,0.06205,True
52,667160273090932737,nan,nan,2015-11-19 01:59:39,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,https://twitter.com/dog_rates/status/667160273090932737/photo/1,11.0,Bradlay,None,Twitter for iPhone,264,65,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1.0,Golden retriever,0.471351,True,Golden retriever,0.0919921,True,Golden retriever,0.08738539999999999,True
53,667165590075940865,nan,nan,2015-11-19 02:20:46,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,https://twitter.com/dog_rates/status/667165590075940865/photo/1,10.0,Churlie,None,Twitter for iPhone,2771,1208,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1.0,Miniature pinscher,0.140173,True,Miniature pinscher,0.13409400000000002,True,Miniature pinscher,0.08189980000000001,True
54,667171260800061440,nan,nan,2015-11-19 02:43:18,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10.0,Kenneth,None,Twitter for iPhone,229,95,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1.0,Giant schnauzer,0.8412649999999999,True,Giant schnauzer,0.0527442,True,Giant schnauzer,0.0344017,True
55,667174963120574464,nan,nan,2015-11-19 02:58:01,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://twitter.com/dog_rates/status/667174963120574464/photo/1,9.0,Clarence,None,Twitter for iPhone,257,86,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1.0,Toy poodle,0.266437,True,Toy poodle,0.243223,True,Toy poodle,0.0728063,True
56,667176164155375616,nan,nan,2015-11-19 03:02:47,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,https://twitter.com/dog_rates/status/667176164155375616/photo/1,4.0,NaN,None,Twitter for iPhone,631,479,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1.0,Soft-coated wheaten terrier,0.318981,True,Soft-coated wheaten terrier,0.215218,True,Soft-coated wheaten terrier,0.106014,True
57,667177989038297088,nan,nan,2015-11-19 03:10:02,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8.0,NaN,None,Twitter for iPhone,195,57,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1.0,Vizsla,0.25924899999999995,True,Vizsla,0.176293,True,Vizsla,0.112369,True
58,667182792070062081,nan,nan,2015-11-19 03:29:07,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10.0,Timison,None,Twitter for iPhone,14864,6513,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1.0,Golden retriever,0.949892,True,Golden retriever,0.0105638,True,Golden retriever,0.00582141,True
59,667188689915760640,nan,nan,2015-11-19 03:52:34,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,https://twitter.com/dog_rates/status/667188689915760640/photo/1,10.0,NaN,None,Twitter for iPhone,771,438,,,,,,,,,,,
60,667192066997374976,nan,nan,2015-11-19 04:05:59,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12.0,NaN,None,Twitter for iPhone,404,113,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1.0,Rottweiler,0.28364,True,Rottweiler,0.148112,True,Rottweiler,0.0955848,True
61,667200525029539841,nan,nan,2015-11-19 04:39:35,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,https://twitter.com/dog_rates/status/667200525029539841/photo/1,11.0,Joshwa,None,Twitter for iPhone,639,275,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1.0,Siberian husky,0.694904,True,Siberian husky,0.232006,True,Siberian husky,0.0506351,True
62,667211855547486208,nan,nan,2015-11-19 05:24:37,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9.0,Genevieve,None,Twitter for iPhone,508,252,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1.0,Golden retriever,0.462556,True,Golden retriever,0.454937,True,Golden retriever,0.0241933,True
63,667369227918143488,nan,nan,2015-11-19 15:49:57,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,https://twitter.com/dog_rates/status/667369227918143488/photo/1,10.0,NaN,None,Twitter for iPhone,379,170,,,,,,,,,,,
64,667119796878725120,nan,nan,2015-11-18 23:18:48,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10.0,Gabe,None,Twitter for iPhone,340,133,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1.0,Pembroke,0.741563,True,Pembroke,0.0578659,True,Pembroke,0.0391251,True
65,666781792255496192,nan,nan,2015-11-18 00:55:42,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10.0,Octaviath,None,Twitter for iPhone,398,203,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1.0,Italian greyhound,0.618316,True,Italian greyhound,0.151363,True,Italian greyhound,0.08598910000000001,True
